57.5,2.0249,0.99206,4.9646
57.75,1.9974,0.9946,4.9641
58,1.9984,0.98361,4.9618
58.25,2.0109,0.98361,4.9968
58.5,2.0054,0.98418,4.9601
58.75,2.0262,0.98808,4.9691
59,2.0036,0.98575,4.9547
59.25,1.9975,0.96713,4.998
59.5,1.9911,0.99463,5.0207
59.75,2.0067,1.0101,4.986
60,2.0499,0.9912,4.9902
60.25,2.0038,0.97543,4.967
60.5,1.9876,1.0062,4.981
60.75,2.0091,0.96209,4.9483
61,1.9934,0.98726,4.9597
61.25,1.9814,0.94793,4.9885
61.5,1.9625,0.96806,4.975
61.75,1.9864,1.051,4.9794
62,2.0196,1.0156,4.9667
62.25,2.0023,0.99511,4.9275
62.5,1.9924,1.0025,4.9306
62.75,1.9748,0.97775,4.9789
63,1.9873,0.95761,4.9869
63.25,2.0023,1.0207,4.9349
63.5,2.0285,0.98963,4.9229
63.75,1.9917,0.97449,4.9814
64,2.0023,1.0212,4.9633
64.25,2.0453,1.0193,4.9625
64.5,2.0152,0.97265,4.9718
64.75,1.9834,1.0167,4.9783
65,1.9857,1.0354,4.9716
65.25,2.0023,1.0169,4.9697
65.5,1.9976,0.99073,4.9796
65.75,2.0204,0.96784,4.976
66,2.0202,1.0118,4.9885
66.25,2.0006,0.98895,4.9862
66.5,2.044,1.0139,4.9848
66.75,2.0038,1.0052,4.9692
67,2.0154,1.0205,4.986
67.25,1.9982,0.96971,4.9577
67.5,1.9906,0.99091,4.9724
67.75,1.9888,1.0165,4.9486
68,1.9767,1.0185,4.9884
68.25,1.983,1.018,4.9732
68.5,2.0166,0.99205,5.0025
68.75,2.0021,0.98162,4.9795
69,2.0023,0.99515,4.9489
69.25,1.9798,1.0165,4.9492
69.5,1.9912,0.97509,4.9758
69.75,1.9831,0.99878,4.9743
70,1.9791,0.97324,4.9848
70.25,1.9994,1.0005,4.9323
70.5,2.0094,1.008,4.9874
70.75,2.0379,0.98399,4.9644
71,1.9908,0.9792,4.9638
71.25,2.0375,1.0025,4.9792
71.5,2.0051,0.97983,4.9648
71.75,1.9945,0.98442,4.989
72,1.9801,1.0128,4.9743
72.25,1.9354,0.96463,4.9786
72.5,2.0008,1.0113,4.9545
72.75,2.0055,0.98556,4.9647
73,2.0237,0.99167,4.9711
73.25,1.9974,1.0136,4.992
73.5,1.9793,0.98159,4.9959
73.75,1.9982,0.97665,4.9678
74,1.9848,0.98867,4.9645
74.25,1.976,0.97879,4.9378
74.5,1.9955,0.99231,4.9516
74.75,2.0076,1.0019,4.9716
75,1.9861,0.97157,4.9581
75.25,2.0009,0.96034,4.9452
75.5,2.0026,0.98173,4.9532
75.75,2.0034,0.99814,4.9768
76,1.9804,0.98809,4.9465
76.25,1.9795,0.99404,4.9612
76.5,2.0251,0.96301,4.9376
76.75,2.0376,0.98754,4.9496
77,1.9927,1.0124,4.9824
77.25,2.0231,0.97367,4.9584
77.5,1.9975,0.97691,4.9498
77.75,1.9997,1.0079,4.9726
78,2.0352,0.9771,4.9423
78.25,1.9914,0.99862,4.9442
78.5,1.9876,0.95075,4.9706
78.75,2.004,0.99416,4.9624
79,1.9855,1.0001,4.9594
79.25,1.9699,1.0287,4.9715
79.5,1.9624,1.013,4.958
79.75,2.0303,0.98579,4.9562
80,1.9871,1.0079,4.9651
80.25,2.0221,0.98617,4.9573
80.5,2.0027,0.97646,5.0056
80.75,2.0192,1.011,4.9558
81,2.0057,1.0016,4.9616
81.25,1.9845,0.97668,4.9565
81.5,1.9874,0.99024,4.9501
81.75,2.0198,0.99562,4.9846
82,1.9923,1.0156,4.9518
82.25,2.0371,0.98002,4.9787
82.5,1.9923,0.99505,4.9631
82.75,1.9933,1.0235,4.99
83,1.9944,1.0282,4.9626
83.25,1.9983,0.98966,4.9501
83.5,2.0088,1.0048,4.9687
83.75,1.9964,0.95041,4.9732
84,2.0068,0.99288,4.9597
84.25,2.006,1.0057,4.9663
84.5,2.0136,0.98649,4.9304
84.75,1.9891,0.99221,4.9332
85,2.0152,0.97975,4.949
85.25,1.9788,0.99854,4.9634
85.5,1.9781,0.97239,4.9347
85.75,1.9852,0.97689,4.991
86,1.9647,0.99088,4.9397
86.25,1.9982,0.99599,4.9798
86.5,1.9817,0.99606,4.9287
86.75,2.0255,1.0258,4.9848
87,2.0269,0.97069,4.9881
87.25,1.9781,1.0042,4.9374
87.5,2.0063,0.98171,4.9568
87.75,2.0046,0.98724,5.0114
88,2.0227,0.97938,4.9538
88.25,1.9817,0.99846,4.9472
88.5,2.0137,1.0296,4.9469
88.75,2.0113,0.95883,4.9546
89,1.9641,0.98345,4.9555
89.25,2.0436,0.99234,4.9506
89.5,1.9792,0.97912,4.9656
89.75,1.9832,0.9483,4.9695
90,2.0221,0.9907,4.9967
90.25,1.9978,0.96366,4.9541
90.5,1.9748,0.96923,4.9576
90.75,1.9953,0.99915,4.9473
91,2.012,1.0219,4.9164
91.25,1.9648,0.96519,4.9616
91.5,2.0122,0.99564,4.9606
91.75,1.9798,0.98529,4.9512
92,1.9954,0.97319,4.9625
92.25,1.9805,1.0033,4.959
92.5,1.9755,0.98773,4.9358
92.75,1.9822,0.99077,4.966
93,1.9857,1.0013,4.9793
93.25,2.0098,0.99086,4.9763
93.5,1.9698,1.0268,4.9671
93.75,1.9933,1.04,4.9427
94,2.0006,0.97419,4.9478
94.25,1.9549,1.0182,4.9428
94.5,1.9972,0.9868,4.9455
94.75,1.9616,0.96776,4.945
95,2.0377,1.0636,4.9233
95.25,1.9727,0.96657,4.9464
95.5,1.9705,1.0068,4.9642
95.75,1.988,1.0073,4.9822
96,2.0059,0.96189,4.9822
96.25,2.0207,1.0259,4.9453
96.5,2.007,1.0096,4.9281
96.75,2.0003,0.99559,4.9144
97,1.9893,1.0358,4.9376
97.25,2.0386,1.0029,4.9738
97.5,2.0233,1.0245,4.9595
97.75,2.0154,0.98871,4.9426
98,1.9993,0.96569,4.9413
98.25,1.9878,0.99953,4.9084
98.5,1.9909,0.98565,4.9203
98.75,1.9898,1.0169,4.95
99,1.962,0.98106,4.9689
99.25,1.9831,0.98704,4.9492
99.5,1.9908,0.99874,4.9602
99.75,1.9975,0.97769,4.9631
100,2.0109,0.94618,4.9772
100.25,1.9981,0.95975,4.941
100.5,2.0221,0.98657,4.9611
100.75,1.9926,1.0071,4.9459
101,2.0255,1.0395,4.9576
101.25,1.978,0.99523,4.9516
101.5,2.0215,0.97497,4.9483
101.75,2.0216,0.97036,4.9677
102,2.01,0.96233,4.9586
102.25,1.9909,0.97316,4.965
102.5,2.0059,0.96148,4.9505
102.75,2.0214,0.95637,4.9754
103,1.991,1.0225,4.9746
103.25,1.9803,0.95828,4.9509
103.5,1.9774,0.99485,4.938
103.75,1.9875,0.97115,4.9372
104,1.9924,0.9971,4.9706
104.25,2.0174,0.98898,4.9829
104.5,1.9986,1.0128,4.9687
104.75,2.0041,1.0262,4.9647
105,2.0227,0.98082,4.9491
105.25,2.014,0.98251,4.9536
105.5,2.028,0.98826,4.9453
105.75,2.0474,0.99785,4.9464
106,1.9901,1.0275,4.9545
106.25,1.9975,0.97541,4.9656
106.5,2.0196,0.99827,4.9374
106.75,1.9678,0.96527,4.9749
107,1.9946,1.019,4.9575
107.25,2.0147,0.96701,4.9591
107.5,2.0067,0.99627,4.9353
107.75,1.9891,1.0078,4.9378
108,2.0145,0.97298,4.9478
108.25,1.9568,0.93583,4.9231
108.5,1.9926,1.0018,4.9168
108.75,2.0148,1.0165,4.9025
109,1.9858,1.0075,4.9553
109.25,1.9963,1.0181,4.9613
109.5,1.9577,0.97839,4.9406
109.75,2.0138,0.98858,4.9582
110,2.048,0.99222,4.9606
110.25,1.9888,0.96334,4.9148
110.5,2.031,1.0035,4.9181
110.75,2.0043,1.0016,4.9202
111,1.9773,0.98993,4.9699
111.25,1.9977,0.96726,4.9703
111.5,2.0026,1.0161,4.9627
111.75,1.9909,0.98545,4.964
112,1.9779,0.98098,4.9471
112.25,2.0394,1.0155,4.9096
112.5,1.9532,0.97754,4.9553
112.75,2.0055,1.0031,4.9299
113,1.9947,0.98152,4.9545
113.25,1.9928,0.96735,4.9499
113.5,1.9983,1.0218,4.9465
113.75,1.9481,0.97758,4.9577
114,1.9964,0.98421,4.9316
114.25,2.0067,0.95779,4.9344
114.5,1.9762,0.97865,4.9545
114.75,1.9831,0.98111,4.9508
115,1.9908,0.97399,4.9542
115.25,1.9779,0.98246,4.9335
115.5,1.9925,0.96921,4.9724
115.75,1.9624,0.9715,4.9586
116,2.0044,0.9858,4.92
116.25,1.9991,1.001,4.9347
116.5,2.0227,1.0002,4.9496
116.75,1.9926,0.97401,4.9464
117,2.0097,0.96978,4.9571
117.25,2.0061,1.0018,4.9202
117.5,1.9793,1.0412,4.9745
117.75,1.9824,1.0036,4.9092
118,2.0238,0.97706,4.9169
118.25,1.998,1.0039,4.9477
118.5,2.0039,0.99947,4.9421
118.75,2.0215,0.98485,4.9497
119,1.9915,0.97107,4.9498
119.25,2.0479,0.96823,4.9444
119.5,1.9956,0.98453,4.9299
119.75,2.0227,1.0027,4.9202
120,1.9889,0.99835,4.924
120.25,2.0259,0.96132,4.9577
120.5,2.0132,1.0074,4.9075
120.75,2.0326,0.98934,4.9532
121,2.019,0.96534,4.9056
121.25,1.9946,1.0046,4.9447
121.5,2.0317,0.98246,4.9796
121.75,2.0057,1.0055,4.9057
122,1.977,1.0008,4.9412
122.25,1.9905,1.0053,4.9597
122.5,2.0019,0.99048,4.9345
122.75,2.0173,0.99066,4.9271
123,1.9886,0.98757,4.9225
123.25,1.974,0.96717,4.9268
123.5,2.0466,0.98537,4.9433
123.75,2.0153,0.95411,4.9246
124,2.024,0.97659,4.9451
124.25,2.0229,0.97384,4.9773
124.5,1.9942,1.0082,4.9494
124.75,1.9916,0.96411,4.9161
125,1.9793,0.96227,4.9627
125.25,2.0358,0.97694,4.9674
125.5,1.964,1.0137,4.9317
125.75,1.9884,1.0435,4.9472
126,1.9963,0.98715,4.9577
126.25,2.011,0.97659,4.9068
126.5,2.0291,1.0018,4.89
126.75,1.9876,1.0278,4.9418
127,1.9904,1.0003,4.926
127.25,1.9823,0.98927,4.941
127.5,2.0376,1.0465,4.9426
127.75,2.0228,1.0128,4.917
128,1.9877,0.98569,4.965
128.25,2.0222,0.99936,4.9273
128.5,2.0375,1.038,4.9377
128.75,2.03,1.0102,4.9586
129,1.9829,0.99338,4.9574
129.25,1.9614,1.0295,4.9381
129.5,2.0071,0.97715,4.9204
129.75,2.0119,0.99754,4.9277
130,2.0282,1.0445,4.911
130.25,2.0045,1.0318,4.9254
130.5,1.9854,1.017,4.929
130.75,2.0309,1.0401,4.9284
131,1.9875,1.0584,4.923
131.25,1.9979,1.0315,4.933
131.5,1.9745,1.0683,4.9135
131.75,2.0054,1.0865,4.9287
132,1.9937,1.0509,4.9127
132.25,2.0004,1.0597,4.919
132.5,2.0016,1.0338,4.9335
132.75,2.0043,1.0659,4.9393
133,2.0071,1.0484,4.9304
133.25,1.9901,1.0639,4.9411
133.5,1.9689,1.0746,4.9133
133.75,2.002,1.0801,4.8856
134,2.0342,1.0569,4.9265
134.25,2.0358,1.0804,4.9424
134.5,1.9557,1.0765,4.9442
134.75,2.0049,1.086,4.9354
135,2.0032,1.0585,4.9305
135.25,2.037,1.0981,4.9224
135.5,2.0005,1.0917,4.9094
135.75,1.978,1.0936,4.9588
136,1.976,1.0725,4.9599
136.25,1.9986,1.0521,4.9485
136.5,1.984,1.087,4.9332
136.75,1.9997,1.0833,4.9248
137,2.0103,1.0984,4.9318
137.25,1.9937,1.0756,4.9654
137.5,2.0535,1.0987,4.9259
137.75,2.0057,1.1098,4.9299
138,1.9996,1.1123,4.895
138.25,1.9971,1.1005,4.9381
138.5,2.0055,1.1263,4.9384
138.75,2.0029,1.0604,4.9375
139,2.0287,1.0804,4.964
139.25,1.9862,1.1163,4.9019
139.5,2.0221,1.1151,4.925
139.75,2.0298,1.1276,4.9216
140,2.0378,1.1137,4.9508
140.25,2.0262,1.152,4.9125
140.5,2.0037,1.1228,4.9399
140.75,2.0348,1.112,4.8869
141,2.0381,1.1024,4.9172
141.25,1.9973,1.1498,4.9128
141.5,1.9863,1.128,4.953
141.75,2.0434,1.1445,4.911
142,2.0142,1.1297,4.9226
142.25,2.0085,1.1469,4.9492
142.5,1.9815,1.1407,4.9371
142.75,2.0412,1.1611,4.9214
143,2.0405,1.1406,4.908
143.25,2.0482,1.1123,4.9361
143.5,1.9783,1.1853,4.9364
143.75,1.9842,1.1521,4.9074
144,1.9972,1.1871,4.9309
144.25,1.9775,1.1673,4.9209
144.5,1.9912,1.1493,4.9078
144.75,2.0031,1.1222,4.9113
145,2.0307,1.1443,4.9069
145.25,2.0002,1.168,4.9434
145.5,1.9935,1.1199,4.9235
145.75,2.0173,1.1388,4.9226
146,2.0071,1.1605,4.8967
146.25,2.0033,1.1605,4.964
146.5,2.0044,1.1743,4.8923
146.75,2.0072,1.1771,4.9109
147,1.9815,1.1769,4.9088
147.25,2.0355,1.1853,4.9432
147.5,2.0362,1.1722,4.9222
147.75,2.0614,1.1704,4.9467
148,2.0316,1.1733,4.9148
148.25,2.0242,1.165,4.9169
148.5,2.0312,1.1629,4.9578
148.75,2.0275,1.2045,4.9219
149,1.9952,1.1595,4.9178
149.25,2.0455,1.1863,4.9088
149.5,2.0147,1.1947,4.9198
149.75,2.0173,1.1609,4.9217
150,2.0563,1.2051,4.923
150.25,2.0163,1.1901,4.9628
150.5,2.0193,1.1755,4.9331
150.75,2.0188,1.2056,4.9369
151,2.0608,1.1967,4.9111
151.25,2.0409,1.2104,4.9421
151.5,2.0254,1.1784,4.9306
151.75,2.04,1.2025,4.9194
152,1.9745,1.1681,4.9375
152.25,2.0153,1.1946,4.9051
152.5,2.0277,1.2082,4.945
152.75,2.0113,1.1559,4.936
153,2.0149,1.2101,4.9506
153.25,1.9939,1.2157,4.9358
153.5,2.0291,1.1963,4.9244
153.75,2.0473,1.1723,4.9086
154,2.0464,1.232,4.9129
154.25,2.0735,1.1988,4.8972
154.5,2.0314,1.1705,4.9435
154.75,2.0417,1.2237,4.989
155,2.0239,1.2136,4.9298
155.25,2.0578,1.2172,4.9435
155.5,2.0401,1.2093,4.9421
155.75,2.041,1.2107,4.9253
156,2.0324,1.2074,4.9293
156.25,2.0377,1.2173,4.8863
156.5,2.0256,1.2595,4.9326
156.75,2.0591,1.2543,4.8465
157,2.0734,1.2454,4.8803
157.25,2.0632,1.2184,4.9223
157.5,2.0632,1.2332,4.9354
157.75,2.0559,1.2265,4.9096
158,2.0514,1.2203,4.9271
158.25,2.0286,1.2103,4.9392
158.5,2.0558,1.2178,4.9204
158.75,2.0344,1.2105,4.9162
159,2.0238,1.2561,4.8961
159.25,2.0675,1.2213,4.888
159.5,2.0072,1.1998,4.9364
159.75,2.0165,1.2217,4.9128
160,2.0556,1.2363,4.915
160.25,2.0411,1.2327,4.9046
160.5,2.033,1.2284,4.9037
160.75,2.0322,1.2445,4.9125
161,2.066,1.2476,4.8673
161.25,2.0468,1.2207,4.9165
161.5,2.0782,1.2242,4.9132
161.75,2.0437,1.2518,4.9309
162,2.0098,1.2257,4.9304
162.25,2.0072,1.2765,4.9211
162.5,2.0248,1.2521,4.9392
162.75,2.0496,1.267,4.9482
163,2.0435,1.2237,4.9386
163.25,2.0624,1.2301,4.9251
163.5,2.0366,1.2527,4.9066
163.75,2.0293,1.2131,4.8973
164,2.0856,1.2441,4.9497
164.25,2.0497,1.247,4.9298
164.5,2.0684,1.239,4.9032
164.75,2.0131,1.2797,4.9168
165,2.0596,1.2429,4.9096
165.25,2.0826,1.3012,4.946
165.5,2.0539,1.2148,4.9203
165.75,2.0791,1.2412,4.9187
166,2.0265,1.2402,4.9132
166.25,2.0404,1.2245,4.9138
166.5,2.0529,1.2195,4.9189
166.75,2.0644,1.3019,4.9221
167,2.0677,1.288,4.9067
167.25,2.0507,1.2452,4.8906
167.5,2.0728,1.2987,4.9035
167.75,2.0738,1.2522,4.9497
168,2.0747,1.24,4.9396
168.25,2.0738,1.2718,4.941
168.5,2.0806,1.2868,4.9123
168.75,2.0676,1.2722,4.9126
169,2.046,1.2278,4.8837
169.25,2.0493,1.2304,4.9001
169.5,2.0678,1.258,4.934
169.75,2.0873,1.2736,4.8986
170,2.07,1.2692,4.8995
170.25,2.0797,1.2828,4.912
170.5,2.0604,1.2629,4.9163
170.75,2.0584,1.2858,4.9138
171,2.0671,1.2675,4.8716
171.25,2.0714,1.2596,4.9198
171.5,2.0958,1.249,4.8666
171.75,2.0226,1.2416,4.9283
172,2.0567,1.3164,4.8967
172.25,2.0811,1.2513,4.9366
172.5,2.115,1.2906,4.9206
172.75,2.0644,1.2556,4.9327
173,2.0541,1.2751,4.9013
173.25,2.0758,1.3124,4.9463
173.5,2.0756,1.2789,4.8917
173.75,2.0958,1.3019,4.8845
174,2.0427,1.2613,4.9193
174.25,2.0565,1.2569,4.9035
174.5,2.0971,1.2687,4.8559
174.75,2.1134,1.2901,4.937
175,2.0689,1.3044,4.9096
175.25,2.0338,1.3194,4.8904
175.5,2.0678,1.2704,4.9584
175.75,2.0987,1.2561,4.9073
176,2.0765,1.2754,4.9382
176.25,2.0421,1.2875,4.9224
176.5,2.0558,1.2767,4.897
176.75,2.0746,1.2707,4.9253
177,2.0404,1.2766,4.9487
177.25,2.0507,1.2948,4.9198
177.5,2.0912,1.3057,4.9191
177.75,2.0714,1.2424,4.9323
178,2.048,1.2933,4.8933
178.25,2.0934,1.2665,4.872
178.5,2.0442,1.2871,4.9097
178.75,2.0622,1.2785,4.9227
179,2.0767,1.3105,4.8697
179.25,2.1078,1.2922,4.9005
179.5,2.04,1.294,4.9143
179.75,2.0375,1.2946,4.8896
180,2.0567,1.2972,4.9021
180.25,2.0801,1.3002,4.9219
180.5,2.0692,1.2799,4.9101
180.75,2.0516,1.2815,4.922
181,2.0825,1.2914,4.9239
181.25,2.0867,1.2831,4.9202
181.5,2.0755,1.2915,4.9047
181.75,2.0621,1.274,4.9151
182,2.0727,1.3032,4.9162
182.25,2.0713,1.2924,4.8924
182.5,2.0646,1.3125,4.9454
182.75,2.0894,1.3196,4.8902
183,2.066,1.296,4.9028
183.25,2.0566,1.2841,4.9133
183.5,2.1034,1.2812,4.9157
183.75,2.0787,1.3054,4.9423
184,2.09,1.2316,4.9209
184.25,2.0898,1.2553,4.9112
184.5,2.0768,1.2974,4.9328
184.75,2.054,1.2905,4.9279
185,2.0846,1.2927,4.9106
185.25,2.0536,1.2838,4.9087
185.5,2.0633,1.2777,4.8828
185.75,2.0571,1.3236,4.9267
186,2.0871,1.2649,4.9006
186.25,2.073,1.2561,4.9334
186.5,2.1242,1.2798,4.9214
186.75,2.0504,1.2937,4.9366
187,2.05,1.269,4.9258
187.25,2.0998,1.2741,4.9004
187.5,2.1,1.2899,4.9292
187.75,2.0448,1.2708,4.8652
188,2.0586,1.2579,4.9223
188.25,2.0712,1.2735,4.9169
188.5,2.0484,1.2619,4.9488
188.75,2.0442,1.2701,4.9015
189,2.0887,1.2726,4.9437
189.25,2.0683,1.2786,4.9158
189.5,2.0592,1.2729,4.8927
189.75,2.0943,1.2644,4.8911
190,2.0761,1.2749,4.8868
190.25,2.0688,1.2981,4.9041
190.5,2.0594,1.2696,4.9413
190.75,2.0697,1.312,4.8898
191,2.0686,1.2959,4.8673
191.25,2.1005,1.3094,4.8913
191.5,2.0769,1.253,4.9279
